gTEMPLE 1.0, copyright Litovchenko&Laurent 2015
Start time: 2023/02/02 17:36:52
Input data: 
	 Sequence set #1: 
		Sequence set name:pop_IB
		Seq_in_ss	1	55237	55914	IB9507
		Seq_in_ss	1	55237	55914	IB9511
		Seq_in_ss	1	55237	55914	IB9515
		Seq_in_ss	1	55237	55914	IB9537
		Seq_in_ss	1	55237	55914	IB9560
		Seq_in_ss	1	55237	55914	IB9943
		Seq_in_ss	1	55237	55914	IB9946
		Seq_in_ss	1	55237	55914	IB9564
		Seq_in_ss	1	55237	55914	IB9582
		Seq_in_ss	1	55237	55914	IB9836
		Seq_in_ss	1	55237	55914	IB9840
		Seq_in_ss	1	55237	55914	IB9534
		Seq_in_ss	1	55237	55914	IB9602
		Seq_in_ss	1	55237	55914	IB9822
		Seq_in_ss	1	55237	55914	IB9825
		Seq_in_ss	1	55237	55914	IB9833
		Seq_in_ss	1	55237	55914	IB9834
		Seq_in_ss	1	55237	55914	IB9841
		Seq_in_ss	1	55237	55914	IB9843
		Seq_in_ss	1	55237	55914	IB9845
		Seq_in_ss	1	55237	55914	IB9852
		Seq_in_ss	1	55237	55914	IB9856
		Seq_in_ss	1	55237	55914	IB9857
		Seq_in_ss	1	55237	55914	IB9859
		Seq_in_ss	1	55237	55914	IB9861
		Seq_in_ss	1	55237	55914	IB9867
		Seq_in_ss	1	55237	55914	IB9878
		Seq_in_ss	1	55237	55914	IB9888
		Seq_in_ss	1	55237	55914	IB9902
		Seq_in_ss	1	55237	55914	IB9904
		Seq_in_ss	1	55237	55914	IB9522
		Seq_in_ss	1	55237	55914	IB9900
		Seq_in_ss	1	55237	55914	IB9524
		Seq_in_ss	1	55237	55914	IB9525
		Seq_in_ss	1	55237	55914	IB9557
		Seq_in_ss	1	55237	55914	IB9567
		Seq_in_ss	1	55237	55914	IB9568
		Seq_in_ss	1	55237	55914	IB9588
		Seq_in_ss	1	55237	55914	IB9594
		Seq_in_ss	1	55237	55914	IB9844
		Seq_in_ss	1	55237	55914	IB9850
		Seq_in_ss	1	55237	55914	IB9870
		Seq_in_ss	1	55237	55914	IB9876
		Seq_in_ss	1	55237	55914	IB9899
		Seq_in_ss	1	55237	55914	IB9950
	 Sequence set #2: 
		Sequence set name:pop_NS
		Seq_in_ss	1	55237	55914	NS1552
		Seq_in_ss	1	55237	55914	NS6214
		Seq_in_ss	1	55237	55914	NS6216
		Seq_in_ss	1	55237	55914	NS6217
		Seq_in_ss	1	55237	55914	NS6917
		Seq_in_ss	1	55237	55914	NS6918
		Seq_in_ss	1	55237	55914	NS9371
		Seq_in_ss	1	55237	55914	NS5856
		Seq_in_ss	1	55237	55914	NS5860
		Seq_in_ss	1	55237	55914	NS8376
		Seq_in_ss	1	55237	55914	NS6009
		Seq_in_ss	1	55237	55914	NS6010
		Seq_in_ss	1	55237	55914	NS6011
		Seq_in_ss	1	55237	55914	NS6012
		Seq_in_ss	1	55237	55914	NS6013
		Seq_in_ss	1	55237	55914	NS6030
		Seq_in_ss	1	55237	55914	NS6043
		Seq_in_ss	1	55237	55914	NS6046
		Seq_in_ss	1	55237	55914	NS6209
		Seq_in_ss	1	55237	55914	NS6210
		Seq_in_ss	1	55237	55914	NS6220
		Seq_in_ss	1	55237	55914	NS6221
		Seq_in_ss	1	55237	55914	NS6913
		Seq_in_ss	1	55237	55914	NS9386
		Seq_in_ss	1	55237	55914	NS9388
		Seq_in_ss	1	55237	55914	NS6016
		Seq_in_ss	1	55237	55914	NS6017
		Seq_in_ss	1	55237	55914	NS6064
		Seq_in_ss	1	55237	55914	NS6069
		Seq_in_ss	1	55237	55914	NS6070
		Seq_in_ss	1	55237	55914	NS6071
		Seq_in_ss	1	55237	55914	NS6169
		Seq_in_ss	1	55237	55914	NS6172
		Seq_in_ss	1	55237	55914	NS6173
